SRSRGA log file, Units: Torr, Noise floor: 6, Focus Voltage: 90 V, Ion Energy: 12 eV, Electron Energy: 70 eV, CEM Voltage: 1074 V, Filament Current: 0.9976 mA 
Time	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
2024/12/15 04:16:12.5	1.2026e-09	4.0670e-08	3.6191e-11	5.9844e-13	1.7483e-12	1.6418e-12	2.3715e-12	1.8467e-12	2.0510e-11	2.2663e-12	2.0465e-11	1.3958e-10	4.8407e-11	1.5167e-10	2.5437e-10	3.7074e-10	1.9632e-09	7.4742e-09	2.9283e-11	4.0631e-11	2.2663e-12	2.9897e-11	2.1673e-12	2.9817e-11	3.9164e-11	1.9497e-10	3.9598e-10	1.6439e-09	4.3790e-10	1.4091e-10	8.3551e-11	1.4860e-10	9.3430e-12	4.2559e-11	3.0516e-11	3.8391e-11	3.9287e-11	4.5653e-11	2.1958e-10	6.9823e-11	3.9584e-10	1.6416e-10	3.0435e-10	5.9146e-10	7.6061e-11	2.3993e-11	2.7586e-11	2.8277e-11	2.5979e-11	6.5807e-11	4.2974e-11	2.3129e-11	3.9118e-11	4.1763e-11	1.7994e-10	1.2063e-10	1.6216e-10	2.3020e-11	4.2161e-11	2.8994e-11	3.8762e-11	3.8347e-11	3.3298e-11	3.6770e-11	2.8011e-11	3.0195e-11	5.2594e-11	2.6792e-11	9.3561e-11	8.4361e-11	7.1954e-11	2.4862e-11	2.9432e-11	3.8717e-11	3.9373e-11	4.0827e-11	3.3945e-11	2.6045e-11	2.2071e-11	3.7826e-11	3.7189e-11	1.6072e-11	4.7611e-11	2.8887e-11	3.1009e-11	7.6912e-12	1.2775e-11	2.9967e-11	3.9786e-11	3.6244e-11	1.5735e-11	2.3821e-11	2.7450e-11	3.3298e-11	1.3109e-11	8.4487e-12	2.6067e-11	2.0302e-11	2.9044e-11	3.7936e-11
2024/12/15 04:16:16.0	1.1953e-09	4.1937e-08	3.7088e-11	1.4457e-12	2.1858e-12	2.4854e-12	1.9637e-12	2.1710e-12	2.0994e-11	2.8069e-11	1.7582e-12	1.3097e-10	4.9253e-11	1.5295e-10	2.6119e-10	3.9204e-10	1.9536e-09	7.8516e-09	3.2849e-11	3.6571e-11	2.5937e-12	3.0417e-11	2.3808e-12	1.5975e-11	3.8766e-11	2.0098e-10	3.7262e-10	1.5834e-09	4.0797e-10	1.5003e-10	8.5143e-11	1.4189e-10	1.0233e-11	2.7584e-11	2.8302e-11	4.1951e-11	3.1053e-11	5.3745e-11	2.1655e-10	7.0495e-11	3.8486e-10	1.4704e-10	3.0032e-10	5.6744e-10	7.0481e-11	2.4007e-11	2.6596e-11	2.8900e-11	3.9701e-11	5.7695e-11	4.0204e-11	2.5462e-11	4.9392e-11	4.0076e-11	1.9319e-10	1.4189e-10	1.6345e-10	2.4497e-11	2.6736e-11	3.6041e-11	2.3913e-11	3.5765e-11	2.9992e-11	3.9759e-11	3.1211e-11	3.9456e-11	5.2171e-11	2.5469e-11	8.6802e-11	7.3064e-11	6.3351e-11	2.0177e-11	1.1222e-11	3.2117e-11	4.0538e-11	4.7061e-11	3.8900e-11	3.2812e-11	2.1859e-11	3.1211e-11	3.6329e-11	1.6784e-11	2.9079e-11	3.2183e-11	3.0795e-11	3.6926e-11	3.5909e-11	3.8120e-11	3.2475e-11	3.0712e-11	1.4519e-11	3.4219e-11	3.0426e-11	3.6804e-11	4.1865e-11	1.4489e-11	2.0059e-11	2.0886e-11	3.1137e-11	2.7741e-11
2024/12/15 04:16:19.5	1.2130e-09	4.1723e-08	3.7927e-11	2.9910e-12	2.4649e-12	2.1524e-12	1.3318e-12	1.5274e-12	4.3562e-12	1.9438e-12	3.1970e-12	1.2563e-10	5.0790e-11	1.6437e-10	2.5357e-10	3.5730e-10	2.1222e-09	7.6506e-09	2.9912e-11	5.5889e-11	1.4240e-12	3.4740e-11	2.4003e-11	3.3583e-11	4.3056e-11	2.0692e-10	3.6641e-10	1.5639e-09	4.3950e-10	1.5089e-10	8.3502e-11	1.4841e-10	1.5283e-11	2.5608e-11	2.3675e-11	2.6573e-11	3.1422e-11	5.6280e-11	2.2533e-10	6.7426e-11	3.8003e-10	1.5666e-10	2.8299e-10	5.6610e-10	7.8004e-11	2.3901e-11	3.2694e-11	3.5401e-11	2.9739e-11	5.3740e-11	4.1807e-11	2.6690e-11	4.6404e-11	3.6025e-11	1.8335e-10	1.3359e-10	1.6123e-10	2.2442e-11	3.0464e-11	3.9024e-11	3.6025e-11	3.9835e-11	3.8634e-11	3.6046e-11	3.6221e-11	2.7435e-11	5.4476e-11	2.7301e-11	8.7969e-11	8.6261e-11	6.2211e-11	2.2437e-11	1.1328e-11	4.2340e-11	1.4482e-11	3.7454e-11	3.5123e-11	2.8537e-11	1.8872e-11	3.4747e-11	2.2670e-11	3.0775e-11	3.9251e-11	2.5073e-11	3.1295e-11	3.7236e-11	2.3190e-11	3.4115e-11	3.0646e-11	5.4200e-12	1.6660e-11	2.8857e-11	2.9861e-11	2.8671e-11	3.1012e-11	3.5559e-11	3.2076e-11	1.9141e-11	1.0654e-11	1.0761e-11
2024/12/15 04:16:23.0	1.1544e-09	4.2512e-08	4.0331e-11	-1.0397e-13	1.5515e-12	1.2947e-11	2.3469e-11	2.0713e-12	9.2149e-13	1.2340e-12	2.5974e-12	1.2715e-10	4.5504e-11	1.4037e-10	2.5783e-10	3.7987e-10	1.9506e-09	7.5202e-09	2.8495e-11	3.6851e-11	-2.1536e-13	1.7056e-11	2.0695e-12	2.5742e-11	4.3338e-11	1.9194e-10	3.7559e-10	1.6215e-09	4.3118e-10	1.4697e-10	8.1522e-11	1.4414e-10	1.0480e-11	2.6356e-11	3.8046e-11	4.2410e-11	2.9579e-11	5.5083e-11	2.1518e-10	6.6085e-11	3.5790e-10	1.6246e-10	3.0234e-10	5.5149e-10	7.2903e-11	2.0806e-11	3.4523e-11	3.6140e-11	2.9174e-11	5.0865e-11	4.5625e-11	2.4046e-11	4.7412e-11	4.2871e-11	1.9389e-10	1.1422e-10	1.6801e-10	2.4401e-11	3.4034e-11	1.2361e-11	2.9600e-11	3.0758e-11	3.6342e-11	3.4034e-11	1.6134e-11	2.9955e-11	4.3474e-11	3.2613e-11	7.9013e-11	8.9221e-11	6.5208e-11	2.5651e-11	3.4531e-11	4.7545e-11	1.6579e-11	3.6990e-11	3.3502e-11	2.7962e-11	2.1045e-11	2.8271e-11	4.3641e-11	1.9499e-11	3.5944e-11	3.3248e-11	3.3758e-11	9.2656e-12	3.6466e-11	2.4107e-11	3.3885e-11	3.4666e-11	1.5426e-11	2.9785e-11	2.9785e-11	3.7634e-11	3.9896e-11	2.6715e-11	3.4146e-11	2.5625e-11	3.2353e-11	3.9605e-11
2024/12/15 04:16:26.5	1.2124e-09	4.1748e-08	3.6833e-11	7.8534e-13	3.2336e-12	4.6477e-13	1.5156e-12	9.8709e-13	3.5956e-13	4.6477e-13	2.2795e-11	1.0945e-10	4.8836e-11	1.5686e-10	2.4443e-10	3.6511e-10	1.9394e-09	7.4313e-09	2.5534e-11	3.5647e-11	-1.1944e-12	2.5938e-11	9.8956e-13	2.3847e-11	5.0181e-11	1.9380e-10	3.9952e-10	1.5881e-09	4.3696e-10	1.4249e-10	8.4110e-11	1.4268e-10	3.4006e-11	3.4756e-11	2.2089e-11	3.9070e-11	3.1906e-11	5.0084e-11	2.1533e-10	6.9351e-11	3.9144e-10	1.4818e-10	2.8503e-10	6.0742e-10	6.3396e-11	1.6777e-11	3.7649e-11	2.6629e-11	3.7347e-11	5.4041e-11	4.5916e-11	3.0132e-11	4.6738e-11	3.6965e-11	1.7619e-10	1.1889e-10	1.5847e-10	2.1989e-11	2.6658e-11	3.6435e-11	3.6747e-11	3.3286e-11	2.7466e-11	2.5131e-11	3.7347e-11	3.7738e-11	4.0908e-11	2.7255e-11	9.0510e-11	8.9696e-11	6.0163e-11	1.8439e-11	3.4217e-11	3.4685e-11	4.1984e-11	3.2931e-11	3.6046e-11	2.6138e-11	3.2667e-11	2.6629e-11	3.6681e-11	1.7035e-11	2.8250e-11	2.9129e-11	2.6826e-11	2.5534e-11	2.2572e-11	4.2782e-12	7.7222e-12	2.3591e-11	3.0541e-11	2.5178e-11	9.6023e-12	3.2563e-11	3.8788e-11	1.0658e-11	2.1522e-11	1.6949e-11	2.7972e-11	2.9499e-11
2024/12/15 04:16:30.0	1.2210e-09	4.2292e-08	3.6718e-11	2.6685e-12	1.4166e-12	1.2080e-12	1.9364e-12	1.1059e-12	2.3525e-11	1.3132e-12	3.6930e-11	1.3113e-10	5.5495e-11	1.4921e-10	2.4875e-10	3.9623e-10	1.9491e-09	7.5163e-09	2.8070e-11	5.5936e-11	2.3941e-11	3.0863e-12	1.6288e-12	1.5905e-11	4.4176e-11	1.9920e-10	3.7272e-10	1.6373e-09	4.3032e-10	1.3902e-10	7.6927e-11	1.6119e-10	2.8442e-11	1.8218e-11	2.2785e-11	3.7044e-11	2.8050e-11	5.0302e-11	2.2847e-10	7.3249e-11	4.0949e-10	1.5247e-10	2.9006e-10	5.9060e-10	7.4806e-11	1.8706e-11	2.8712e-11	3.2071e-11	3.6386e-11	5.6477e-11	4.2697e-11	4.2828e-11	4.5654e-11	3.6783e-11	1.8607e-10	1.2695e-10	1.5024e-10	2.5722e-11	3.5796e-11	3.9165e-11	3.8927e-11	3.8209e-11	3.4479e-11	2.8852e-11	3.8485e-11	2.8542e-11	5.4810e-11	2.5383e-11	7.8017e-11	7.7457e-11	6.3992e-11	2.8294e-11	1.3548e-11	3.4536e-11	3.0312e-11	2.9407e-11	3.5751e-11	2.9673e-11	1.8679e-11	2.7210e-11	2.3292e-11	4.8945e-11	4.1662e-11	2.8416e-11	3.0658e-11	2.6354e-11	2.6759e-11	7.1145e-12	1.5951e-11	2.5756e-11	1.7677e-11	3.6033e-11	2.6221e-11	2.6827e-11	1.4666e-11	3.9310e-11	2.1508e-11	4.3249e-11	4.6619e-12	1.1607e-11
2024/12/15 04:16:33.5	1.1425e-09	4.2185e-08	3.6050e-11	2.3622e-12	1.1078e-12	2.1109e-11	6.0154e-13	4.7962e-13	4.7962e-13	2.4209e-11	3.2926e-11	1.2003e-10	4.9375e-11	1.4575e-10	2.4689e-10	3.7890e-10	2.0464e-09	7.5684e-09	2.7807e-11	3.8954e-11	-5.5821e-13	3.1842e-11	8.9735e-13	2.1364e-11	3.9297e-11	2.0103e-10	3.8047e-10	1.5509e-09	4.3617e-10	1.4880e-10	8.7556e-11	1.5383e-10	1.1146e-11	2.5218e-11	2.8044e-11	4.1543e-11	4.5331e-11	6.3814e-11	2.2162e-10	6.8127e-11	3.9360e-10	1.5360e-10	2.9800e-10	5.8810e-10	6.8573e-11	1.9460e-11	2.5563e-11	2.5762e-11	3.5424e-11	5.2493e-11	4.2410e-11	2.2343e-11	4.5249e-11	4.0310e-11	1.7408e-10	1.2059e-10	1.6885e-10	2.6343e-11	2.5476e-11	3.9347e-11	3.4400e-11	3.2339e-11	3.2978e-11	2.7997e-11	3.8657e-11	3.7114e-11	5.0341e-11	2.3031e-11	7.9470e-11	7.3576e-11	5.7562e-11	2.2811e-11	3.8122e-11	3.2384e-11	4.1399e-11	3.6078e-11	3.8293e-11	3.2995e-11	2.3390e-11	2.4423e-11	2.4118e-11	1.6784e-11	2.9314e-11	3.0844e-11	3.9217e-11	3.9274e-11	7.9369e-12	2.5601e-11	2.1979e-11	2.8353e-11	1.3998e-11	2.4108e-11	1.2881e-11	3.9507e-11	3.6218e-11	9.9482e-12	3.4438e-11	1.5471e-11	3.2978e-11	3.7402e-11
2024/12/15 04:16:37.0	1.2323e-09	4.1692e-08	4.1174e-11	6.5290e-13	7.9827e-12	3.0547e-12	8.7445e-12	1.8774e-11	3.3290e-11	-4.9014e-13	1.0675e-12	1.2340e-10	4.9963e-11	1.5034e-10	2.6942e-10	3.9009e-10	1.9807e-09	7.5728e-09	3.0647e-11	5.7736e-11	-1.7390e-13	3.2808e-11	2.0163e-12	3.6696e-11	5.4292e-11	1.9191e-10	3.5661e-10	1.6194e-09	4.3362e-10	1.4584e-10	8.6297e-11	1.4997e-10	2.5945e-11	1.7684e-11	3.5946e-11	3.5151e-11	2.6555e-11	5.6718e-11	2.2497e-10	6.5738e-11	3.7745e-10	1.5327e-10	2.9109e-10	6.0113e-10	6.9218e-11	2.0984e-11	2.8035e-11	3.2895e-11	3.8881e-11	5.7142e-11	3.8119e-11	2.4599e-11	4.1929e-11	3.4764e-11	1.8692e-10	1.2455e-10	1.6283e-10	2.6182e-11	9.6215e-12	2.8181e-11	3.2430e-11	3.2544e-11	1.2748e-11	2.8487e-11	4.0224e-11	3.6119e-11	4.9538e-11	2.5466e-11	8.0681e-11	8.7689e-11	6.4477e-11	2.0057e-11	2.5945e-11	3.0821e-11	9.7322e-12	3.5269e-11	3.7721e-11	3.0782e-11	2.2414e-11	2.8007e-11	3.5619e-11	1.6517e-11	2.7158e-11	2.4584e-11	2.5437e-11	3.9822e-11	2.8035e-11	2.7530e-11	6.5061e-12	2.7906e-11	3.7702e-11	4.1947e-11	3.1686e-11	2.9368e-11	2.7916e-11	3.7596e-11	4.6245e-11	1.9807e-11	2.6959e-11	2.6271e-11
2024/12/15 04:16:40.5	1.3158e-09	4.1772e-08	3.4682e-11	6.1886e-15	2.3245e-11	6.1886e-15	2.1475e-13	1.0471e-12	9.4686e-13	3.2407e-11	2.6742e-11	1.1597e-10	5.1064e-11	1.4639e-10	2.4577e-10	3.7945e-10	2.0206e-09	7.6158e-09	3.1540e-11	3.6228e-11	-1.5385e-12	2.8088e-11	6.3619e-13	1.6892e-11	4.5806e-11	1.9060e-10	3.8675e-10	1.5956e-09	4.4797e-10	1.4363e-10	8.5451e-11	1.4802e-10	8.6356e-12	3.4074e-11	3.0739e-11	2.9079e-11	3.0347e-11	5.6417e-11	2.2682e-10	6.7085e-11	3.8062e-10	1.4780e-10	2.9586e-10	5.7141e-10	7.3483e-11	2.1195e-11	2.8124e-11	2.3674e-11	2.8290e-11	5.3571e-11	3.9500e-11	2.5508e-11	4.4718e-11	4.2203e-11	1.7010e-10	1.1847e-10	1.6711e-10	2.3538e-11	3.6273e-11	3.7295e-11	3.6367e-11	3.5075e-11	3.6897e-11	3.5184e-11	3.3338e-11	2.9110e-11	5.5853e-11	2.5002e-11	9.4697e-11	8.4849e-11	5.8997e-11	2.4884e-11	3.5848e-11	4.2598e-11	3.7660e-11	3.6656e-11	3.8616e-11	2.8465e-11	2.1499e-11	3.4638e-11	3.8671e-11	2.0306e-11	3.0714e-11	3.0967e-11	3.2121e-11	1.8216e-11	2.4890e-11	2.4359e-11	1.7799e-12	5.8105e-12	1.8291e-11	2.8305e-11	3.5346e-11	3.1854e-11	3.0147e-11	3.3249e-11	3.6610e-11	2.2227e-11	1.1081e-11	2.6190e-11
2024/12/15 04:16:44.0	1.2465e-09	4.1610e-08	3.4356e-11	3.1965e-11	1.6790e-12	2.1223e-11	7.4387e-13	3.0961e-11	1.8888e-12	2.3084e-12	3.4653e-11	1.3276e-10	5.2597e-11	1.4903e-10	2.4220e-10	3.9282e-10	2.0470e-09	7.5632e-09	2.7313e-11	3.2578e-11	3.1223e-11	3.2315e-11	1.6864e-12	1.4511e-11	4.5045e-11	2.0040e-10	3.7408e-10	1.6072e-09	4.4992e-10	1.3848e-10	8.6793e-11	1.5228e-10	7.8435e-12	3.5409e-11	3.5662e-11	4.2888e-11	2.5353e-11	5.5996e-11	2.1094e-10	6.7171e-11	3.6797e-10	1.4983e-10	2.8618e-10	5.7770e-10	6.7642e-11	1.8201e-11	3.0182e-11	3.1185e-11	3.0591e-11	5.3034e-11	4.7340e-11	2.1994e-11	4.1669e-11	4.0879e-11	1.9293e-10	1.3130e-10	1.6319e-10	2.2356e-11	2.8606e-11	3.9335e-11	2.7031e-11	2.2863e-11	1.1578e-11	3.9814e-11	3.1273e-11	3.7932e-11	5.5573e-11	2.5109e-11	8.9535e-11	8.1389e-11	6.3780e-11	2.4039e-11	3.6717e-11	3.7859e-11	3.7069e-11	3.0798e-11	3.6717e-11	2.8937e-11	1.9375e-11	1.0588e-11	2.3306e-11	1.7509e-11	2.7869e-11	2.9171e-11	3.3609e-11	2.9517e-11	2.8190e-11	3.1933e-11	1.0356e-11	3.3972e-11	3.2382e-11	3.1183e-11	3.7783e-11	3.0182e-11	4.1404e-11	3.5293e-11	4.0537e-11	3.3810e-11	2.9132e-11	3.7727e-11
