Sum of corrected signals for BL_TEY-03
Time(s)	SumCorrected(Torr)	Std(Torr)
0.000000e+00	-5.907609e-10	2.232404e-10
3.500000e+00	2.078081e-10	2.232404e-10
7.000000e+00	2.548820e-11	2.232404e-10
1.050000e+01	2.344396e-10	2.232404e-10
1.400000e+01	-1.443308e-10	2.232404e-10
1.750000e+01	1.582827e-10	2.232404e-10
2.100000e+01	3.048376e-10	2.232404e-10
2.450000e+01	7.177458e-12	2.232404e-10
2.800000e+01	-3.951047e-10	2.232404e-10
3.150000e+01	8.441786e-11	2.232404e-10
3.500000e+01	1.630833e-10	2.232404e-10
3.840000e+01	-7.620557e-11	2.232404e-10
4.190000e+01	-6.598975e-10	2.232404e-10
4.540000e+01	-4.696501e-10	2.232404e-10
4.890000e+01	3.451266e-10	2.232404e-10
5.240000e+01	4.341800e-10	2.232404e-10
5.590000e+01	1.722873e-10	2.232404e-10
5.940000e+01	5.756302e-10	2.232404e-10
6.290000e+01	4.197984e-10	2.232404e-10
6.640000e+01	2.303899e-10	2.232404e-10
6.990000e+01	7.437555e-10	2.232404e-10
7.340000e+01	7.227219e-10	2.232404e-10
7.690000e+01	1.860844e-10	2.232404e-10
8.040000e+01	3.760153e-10	2.232404e-10
8.390000e+01	5.733780e-10	2.232404e-10
8.740000e+01	2.885749e-10	2.232404e-10
9.090000e+01	3.071829e-11	2.232404e-10
9.440000e+01	5.205051e-10	2.232404e-10
9.790000e+01	1.196741e-09	2.232404e-10
1.014000e+02	5.483997e-10	2.232404e-10
1.049000e+02	8.172073e-10	2.232404e-10
1.083000e+02	9.900381e-10	2.232404e-10
1.118000e+02	3.923548e-10	2.232404e-10
1.153000e+02	4.909286e-10	2.232404e-10
1.188000e+02	1.902893e-10	2.232404e-10
1.223000e+02	-2.068005e-10	2.232404e-10
1.258000e+02	4.730762e-11	2.232404e-10
1.293000e+02	5.940821e-10	2.232404e-10
1.328000e+02	3.289857e-10	2.232404e-10
1.363000e+02	-8.904354e-11	2.232404e-10
1.398000e+02	4.572247e-10	2.232404e-10
1.433000e+02	-4.587293e-10	2.232404e-10
1.468000e+02	1.576037e-10	2.232404e-10
1.503000e+02	3.866800e-10	2.232404e-10
1.538000e+02	3.040088e-10	2.232404e-10
1.573000e+02	1.730027e-10	2.232404e-10
1.608000e+02	-1.030263e-10	2.232404e-10
1.643000e+02	4.062721e-10	2.232404e-10
1.678000e+02	-1.390570e-10	2.232404e-10
1.712000e+02	5.136703e-11	2.232404e-10
1.747000e+02	-4.301757e-10	2.232404e-10
1.782000e+02	1.920275e-10	2.232404e-10
1.817000e+02	-2.812546e-10	2.232404e-10
1.852000e+02	-5.736920e-11	2.232404e-10
1.887000e+02	-7.422217e-10	2.232404e-10
1.922000e+02	-2.730955e-10	2.232404e-10
1.957000e+02	-3.880180e-11	2.232404e-10
1.992000e+02	-2.107510e-10	2.232404e-10
2.027000e+02	2.613445e-10	2.232404e-10
2.062000e+02	-6.928075e-10	2.232404e-10
2.097000e+02	-2.284561e-10	2.232404e-10
2.132000e+02	1.177558e-10	2.232404e-10
2.167000e+02	-4.733552e-11	2.232404e-10
2.202000e+02	1.852290e-10	2.232404e-10
2.237000e+02	-8.616799e-11	2.232404e-10
2.272000e+02	4.817271e-11	2.232404e-10
2.307000e+02	1.229629e-10	2.232404e-10
2.341000e+02	-2.215716e-11	2.232404e-10
2.376000e+02	-2.185871e-10	2.232404e-10
