Sum of corrected signals for BL_TEY-02
Time(s)	SumCorrected(Torr)	Std(Torr)
0.000000e+00	-9.065151e-10	3.573317e-10
3.500000e+00	-4.457609e-11	3.573317e-10
7.000000e+00	1.468686e-11	3.573317e-10
1.040000e+01	-5.680726e-10	3.573317e-10
1.390000e+01	4.884166e-10	3.573317e-10
1.740000e+01	-6.924622e-10	3.573317e-10
2.090000e+01	5.156419e-10	3.573317e-10
2.440000e+01	3.573704e-10	3.573317e-10
2.790000e+01	1.822362e-10	3.573317e-10
3.140000e+01	-5.542769e-10	3.573317e-10
3.490000e+01	5.122354e-11	3.573317e-10
3.840000e+01	2.239445e-10	3.573317e-10
4.190000e+01	5.799782e-11	3.573317e-10
4.540000e+01	4.047247e-10	3.573317e-10
4.890000e+01	-4.061033e-10	3.573317e-10
5.240000e+01	-3.832631e-11	3.573317e-10
5.590000e+01	1.964009e-10	3.573317e-10
5.940000e+01	6.941840e-10	3.573317e-10
6.290000e+01	5.461069e-10	3.573317e-10
6.640000e+01	2.086382e-10	3.573317e-10
6.990000e+01	7.670214e-10	3.573317e-10
7.340000e+01	3.132875e-10	3.573317e-10
7.690000e+01	-1.300447e-10	3.573317e-10
8.030000e+01	1.021966e-09	3.573317e-10
8.380000e+01	6.047211e-11	3.573317e-10
8.730000e+01	7.588794e-10	3.573317e-10
9.080000e+01	6.365388e-10	3.573317e-10
9.430000e+01	1.315917e-10	3.573317e-10
9.780000e+01	8.927169e-10	3.573317e-10
1.013000e+02	2.503159e-10	3.573317e-10
1.048000e+02	3.009568e-10	3.573317e-10
1.083000e+02	-7.946124e-11	3.573317e-10
1.118000e+02	1.931343e-10	3.573317e-10
1.153000e+02	1.092342e-09	3.573317e-10
1.188000e+02	5.303444e-10	3.573317e-10
1.223000e+02	2.464611e-10	3.573317e-10
1.258000e+02	2.967616e-11	3.573317e-10
1.293000e+02	6.320805e-10	3.573317e-10
1.328000e+02	6.337244e-10	3.573317e-10
1.363000e+02	6.112386e-10	3.573317e-10
1.398000e+02	4.947197e-10	3.573317e-10
1.433000e+02	4.778906e-10	3.573317e-10
1.467000e+02	7.522140e-10	3.573317e-10
1.502000e+02	-3.482075e-11	3.573317e-10
1.537000e+02	3.844149e-10	3.573317e-10
1.572000e+02	5.378716e-10	3.573317e-10
1.607000e+02	9.221370e-10	3.573317e-10
1.642000e+02	6.195840e-10	3.573317e-10
1.677000e+02	-8.320855e-11	3.573317e-10
1.712000e+02	1.171719e-09	3.573317e-10
1.747000e+02	4.195051e-10	3.573317e-10
1.782000e+02	1.829943e-10	3.573317e-10
1.817000e+02	2.121945e-10	3.573317e-10
1.852000e+02	-3.988164e-10	3.573317e-10
1.887000e+02	3.545875e-10	3.573317e-10
1.922000e+02	3.680616e-10	3.573317e-10
1.957000e+02	-4.014068e-10	3.573317e-10
1.992000e+02	-1.860346e-10	3.573317e-10
2.027000e+02	2.831738e-11	3.573317e-10
2.061000e+02	1.330408e-10	3.573317e-10
2.096000e+02	-2.383968e-10	3.573317e-10
2.131000e+02	4.114629e-10	3.573317e-10
2.166000e+02	-1.498455e-10	3.573317e-10
2.201000e+02	-7.728382e-11	3.573317e-10
2.236000e+02	-1.078246e-10	3.573317e-10
2.271000e+02	5.900971e-10	3.573317e-10
2.306000e+02	-2.407917e-10	3.573317e-10
2.341000e+02	-2.195477e-10	3.573317e-10
2.376000e+02	5.299056e-11	3.573317e-10
